url,label
en.wikipedia.org/wiki/William_Sadler,good
stsgroupbd.com/aug/ee/secure/cmd-login=d3993414284beca7c9d20faab65c690f/,bad
xulevil.asia/rss/feed/stream,bad
prognotfrog.blogspot.com/2006/05/idiot-flesh-tales-of-instant-knowledge.html,good
en.wikipedia.org/wiki/Hal_Foster,good
learningpracticalturkish.com/turkish-movies-index.html,good
coldmountainmiso.com/,good
en.wikipedia.org/wiki/WHB,good
panamaxfilms.com/,good
blog.thenewstribune.com/soccer/2011/06/,good
kpfa-1p5.myfullseat.com/,good
info-account-2017.16mb.com/blocked/recovery_login.html,bad
amazon.com/Vaughan-Williams-Pilgrims-Geoffrey-Shaw/dp/B00000DOAL,good
en.wikipedia.org/wiki/Pirate_radio,good
ourorigins.org/genealogielistfirstname.aspx?ancestor=5&Family=Perrault_41&lng=en,good
celebrina.com/oliver-hardy.html,good
facebook.com/pages/OMG-lima-ohio/201549916542608?sk=wall,good
lapbandtalk.com/topic/131581-pain-in-chest/,good
lyricsondemand.com/p/poohmanmcpoohlyrics/,good
youtube.com/watch?v=jDjB33AHC3k,good
yaychew.blogspot.com/2011/08/wendy-and-lost-boys-fractured-fairy.html,good
golfable.com/golfcourses/cities/Shaker_Heights_OH,good
music.barnesandnoble.com/American-Music-The-Hightone-Records-Story/e/12928819527,good
heavymetalpower.com/,good
dk.linkedin.com/in/stigthorupjensen,good
bhoj.co.uk/pdf/chq/ba/,bad
amazon.com/Convenience-Joanna-Carter-Stewart-Christopher/dp/B001N0LE9W,good
teamshelby.com/forums/index.php?/topic/33841-who-was-born-in-1959/,good
subtlesexuality.com/,good
neumaticone.es/errors/r/aef1d7d895621f9c0162bc303b89e16e/index.php,bad
koksi.cba.pl/HfgfvhTR5,bad
sintaxedigital.com.br/dosecerta/wp-admin/js/Assurance/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/7ee386fce8cdc65101ee7d054ba70e0b/,bad
zipmap.net/Michigan/Kent_County.htm,good
facebook.com/pages/Basil-Poledouris/108059739216641,good
absoluteastronomy.com/topics/Petrini's,good
ajc.com/news/atlanta/gates-millennium-scholarship-winners-502908.html?printArticle=y,good
soundstagedirect.com/marty-paich-the-broadway-bit-180-gram-vinyl-lp.shtml,good
mylife.com/jeanpierreperrault,good
lifestyleportugal.com/layout/Cookies/,bad
montreal.ctv.ca/servlet/an/local/CTVNews/20110614/mtl_mercier_110614/20110615/?hub=MontrealHome,good
lyricsdepot.com/club-nouveau/why-you-treat-me-so-bad.html,good
ckuik.com/Earl_Hines,good
162.144.44.60/~aswinior/websales/pdf/pdffile/Adobi/form/confirm.htm,bad
actiongirls.com/,good
azrattlers.com/?p=1058,good
nytimes.com/1987/07/04/obituaries/king-donovan-is-dead-at-69-theater-film-and-tv-actor.html,good
theglobeandmail.com/report-on-business/careers/careers-leadership/giving-back/refectory-renewal-funded-by-loyola-grads/article2209917/,good
spiritus-temporis.com/20-september/births.html,good
spoke.com/dir/p/harvey/doug,good
manta.com/c/mmqylcd/osceola-county-treasurer-s-office,good
cateringcreations.co.za/wp-includes/st1.exe,bad
aboutfilm.com/movies/e/eternalsunshine.htm,good
bizrate.com/old-hollywood-stars/,good
thinkexist.com/quotes/javed_akhtar/,good
lpmxp2066.com,bad
hardcoreguerrilla.blogspot.com/2011/01/thou-summit.html,good
privateschoolreview.com/county_high_schools/stateid/MI/county/26125,good
ferragamoshoessaleusa.net/salvatore-ferragamo-carla-white-p-25.html,good
themallskh.com/zee/BTINTERNET/inndex.html,bad
princeton.edu/classics/,good
nortelphonesystems.ezphonesystems.net/nortel_t7316.htm,good
176.9.188.147/module/9079dae8e107342d8f3747fa74ab8a57,bad
mp3bear.com/?q=godspeed+you+black+emperor,good
imdb.com/character/ch0040025/,good
lyricsmania.com/your_favorite_enemies_lyrics.html,good
nytimes.com/1993/08/19/obituaries/robert-c-maynard-56-publisher-who-helped-minority-journalists.html,good
icebreakercommunications.com/dropbox/dropbox,bad
healthgrades.com/physician/dr-robert-griffin-ycqql/,good
scaruffi.com/oldavant/index.html,good
rbcxh.com/,bad
housesearchhomes.com/document/googledoc1,bad
linkedin.com/in/chrisburford1,good
cencocal.cl/logs/https:%7cwww.paypal.com/au/Summary/ec16dc81eed231b3806134d922c02893/,bad
wowwiki.com/Cam_Clarke,good
jorpesa.com/img/test/,bad
jilcanada.com/,good
enworld.org/forum/4e-discussion/307192-augmentable-magic-weapon.html,good
genforum.genealogy.com/newman/,good
aedesignstudio.com.au/doc-xls-pdf.php,bad
en.wikipedia.org/wiki/Bessie_Coleman,good
pxukdvkunle.faith/filewords/,bad
nj.com/mets/index.ssf/2011/08/mets_place_jon_niese_on_dl_whi.html,good
reviews.ebay.com/Julie-Garwood-Book-List_W0QQugidZ10000000003867606,good
nwmissouri.edu/,good
415group.com/whos-who,good
youtube.com/watch?v=00w3DN63xQs,good
ea-download-manager.brothersoft.com/,good
footballdb.com/teams/nfl/pittsburgh-steelers/roster/1979,good
tvguide.com/celebrities/lily-tomlin/162191,good
en.wikipedia.org/wiki/Gault_(surname),good
punknews.org/article/41149,good
stmichaels.org.rs/wp-includes/images,bad
www.petnav.gr/old/customer/,bad
nytimes.com/2003/08/25/us/walter-j-ong-90-jesuit-teacher-and-scholar-of-language.html,good
librarything.com/work/9950115,good
wqdwqdq2424.000webhostapp.com/Payment-update-01.html?fb_source=bookmark_apps&amp;ref=bookmarks&amp;count=0&amp;fb_bmpos=login_failed,bad
docstoc.com/docs/35509986/NGO-ALPHABETICAL-LIST,good
ethnophonie.ro/logos/Google%20Doc%20index/view/login.php,bad
circusfreax.com/include/system/wellssupport/WELLS/Wellsfargo-online/security/auth/1/index.html?63697263757366726561782e636f6d-63697263757366726561782e636f6d-63697263757366726561782e636f6d63697263757366726561782e636f6d63697263757366726561782e636f6d63697263757366726561782e636f6d63697263757366726561782e636f6d63697,bad
liverpoolecho.co.uk/sport/other-sports/2011/06/13/jenson-button-defies-rain-and-rivals-to-win-canadian-grand-prix-100252-28867311/,good
youtube.com/watch?v=LRJiTQaJI2Q,good
juliec.com/about.html,good
imdb.com/title/tt0118473/combined,good
phonebook.com/n/cupp,good
london.sublet.com/,good
wichitathunder.com/danceteam.html,good
facebook.com/CadburyIreland,good
deca.org/,good
kronpaks.by/includes/database/sqlite/MailboxFUD/7b1617093e80410416b6cc9522c8c16b/,bad
liverpoolfc.tv/video,good
canadaonline.about.com/od/federalliberals/p/stephanedion.htm,good
waymarking.com/waymarks/WM2XW9_Jacques_Timothe_Boucher_De_Montbrun_Timothy_Demonbreun,good
mcmillan.com/,good
youreyeguide.co.uk/find/opticians/lists/boots-list/boots.html,good
de122yebaffkfp09gezcc4de.nevareht.com/sonatastore/.qwe/index.php,bad
kctv5.com/story/15401888/mayor-sly-james-announces-new-project-aimed-to-advance-education,good
filmonic.com/shawn-levy-attached-to-direct-pinocchio-prequel,good
alumni.uvm.edu/reunion/gifts/1971.asp,good
encyclopedia.farlex.com/Abraham+(Hebrew+Bible),good
91.239.25.107:6892,bad
letterboxing.org/BoxByRegion.php?region=Central%20Ohio&order=new,good
stencilevents.com/modules/sowes/engauto189/mailbox/mailbox/?email=abuse@example.com,bad
metacafe.com/watch/yt-YnVneqS84lM/free_the_rms_queen_mary/,good
trextenmiler.8k.com/contact_1.html,good
examiner.com/restaurant-in-baltimore/chef-kent-rathbun-s-recipe-for-bourbon-cream-corn-celebrate-bourbon-month,good
twitter.com/dadreier,good
mmafighting.com/tag/Steve+Bosse/,good
dotartprinting.com/Webmail/outlook.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&login=&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,bad
walb.com/story/15180800/mitchell-and-baker-county-sheriffs-host-rating-race,good
garagebandschoolofrock.com/,good
atpworldtour.com/Tennis/Players/Ru/G/Greg-Rusedski.aspx,good
nj.com/news/index.ssf/2009/10/accident_on_route_80_in_parsip.html,good
dramastyle.com/movie/Once/,good
facebook.com/pages/Spike-Lee/112096835474430,good
pakarmoring.com/wp-includes/jx/newp/index.php?randinboxlightaspxn.1774256418&amp;;amp;fid.4.1252899642&amp;;amp;fid=1&amp;;amp;fid=4&amp;;amp;fav.1&amp;;amp;fav.1&amp;;amp;rand.13inboxlight.aspxn.1774256418&amp;;amp;fid.1252899642&amp;;amp;fid.1&amp;;amp;ema,bad
general-hospital.wikia.com/wiki/Lisa_Niles_(Brianna_Brown),good
cbc.ca/news/background/ballet/,good
www.observatoire-laicite-saint-denis.org/spip.php?page=login-public,bad
wordiq.com/definition/United_States,good
community-2.webtv.net/bhbim/1968/page3.html,good
historywiz.com/oldregime.htm,good
blogs.rockymountainnews.com/denver/saywhat/2008/09/preview_the_200.html,good
trulia.com/property/3062307933-950-E-Rue-De-La-Banque-207-Creve-Coeur-MO-63141,good
gasolineclothing.com.au/,good
muppet.wikia.com/wiki/Warner_Bros._Records,good
killergram-girls.com/category/Skyler_Mckay,good
facebook.com/people/Jose-Guijarro/1039843859,good
houseofblues.shop.musictoday.com/,good
crocdundeemuzik.blogspot.com/,good
qt-handle.com/nis/,bad
reunion.com/l3-2127/,good
answers.yahoo.com/question/index?qid=20070518081234AAMQsTy,good
backcountry.com/store/review/200128201/Wearing-very-Quickly.html,good
lookupanyone.com/namelistings/veronica-scrivens-mark-scriver.html,good
en.wikipedia.org/wiki/Peter_Whitney,good
jigsaw.com/scid4368762/jacinthe_roy.xhtml,good
freebase.com/view/en/steve_fuchs,good
freebase.com/view/en/lake_merritt,good
louisianacattlefestival.org/charles_litteral.htm,good
netglimse.com/celebs/pages/colin_ferguson/index.shtml,good
seastnergy.net/webdisk/energy/pdf/index.html,bad
songlyrics.com/clint-black/desperado-lyrics/,good
seattletimes.nwsource.com/html/thearts/2008557718_footlights28.html,good
focusdep.com/quotes/authors/Mortimer/Zuckerman,good
nefib.tourstogo.us/shoampakre/igoawootsi/greengeeku/files/,bad
dailymotion.com/video/x6m6p_sur-la-route_news,good
princegeorgecitizen.com/article/20110505/PRINCEGEORGE0101/305059979/-1/princegeorge/alberta-oil-pipeline-spill-sparks-enbridge-project-concerns,good
baseball-reference.com/players/c/connebi01.shtml,good
antimusic.com/news/11/nov/ts04Blessed_By_A_Broken_Heart_Set_New_Album_Release.shtml,good
absoluteastronomy.com/topics/CKMF-FM,good
epodunk.com/cgi-bin/genInfo.php?locIndex=13094,good
affordablesurrogacy.com/,good
youtube.com/watch?v=LaHqMpN5icM,good
en.wikipedia.org/wiki/Claude_Lemieux,good
streetinsider.com/New+Coverage/UPDATE+-+UBS+Initiates+Coverage+on+Commerce+Bancshares+%28CBSH%29+with+a+Neutral%3B+High+Quality+Has+Its+Price/6924999.html,good
jango.com/music/Dru+Hill?l=0,good
airoland.com/wp-content/plugins/,bad
facebook.com/pages/Archbishop-OHara-High-School/103136346394002,good
imdb.com/name/nm0898691/,good
stillyourmind.com.au/,good
www.viralnewsnetizen.com/notificition-page-secures/others2.html,bad
google.com/finance?cid=672241,good
shyhendersonohiogenealogy.blogspot.com/,good
myspace.com/43457263,good
the-service-pros.com/,good
gcpcgqknwmhfl.biz/upload/_dispatch.php,bad
gw4.geneanet.org/monartque?lang=en&m=AM&v=8,good
overclock3d.net/reviews/software/lavalys_everest_ultimate_5_3/1,good
linkedin.com/pub/william-j-wilkinson/3/249/a31,good
encyclopedia2.thefreedictionary.com/Republic+of+Ireland,good
surchur.com/term/scott+speicher,good
perfectpeople.net/celebrity-star/4103/jean-simmons.htm,good
examiner.com/kansas-state-wildcats-in-topeka/at-a-glance-no-2-kansas-state-vs-no-7-brigham-young,good
backpackers.ca/listings.php?companyid=Le%20Gite%20Du%20Plateau%20Mont%20Royal,good
themuseinmusic.com/2011/05/04/tmim-reviews-la-lechuza-by-esmerine/,good
facebook.com/people/Claude-Beauregard/1348218651,good
eastoncapital.com/bios/schneider.php,good
whb.ncpublichealth.com/,good
artyprints.co.uk/artist/2881/Michel_Barthelemy_Ollivier_or_Olivier,good
facebook.com/gino.brito,good
goodwinandco.com/Catalog.aspx?category=63&auctionid=6,good
en.wikipedia.org/wiki/Langdon_K._Fieberling,good
icefon.eu/39hv30q9,bad
amazon.com/Jesse-Stone-Innocents-Lost/dp/B005ALWURU,good
imdb.com/name/nm0765546/,good
opednews.com/articles/life_a_marti_oa_080405_genetic_control_and_.htm,good
pandora.com/,good
wexnerfoundation.org/Default.aspx?tabid=112,good
livethedream.org/,good
jazztimes.com/articles/26277-review-of-festival-international-de-jazz-de-montr-al,good
thepetexpress.co.uk/,good
mysoju.com/star/angela-tong/,good
en.wikipedia.org/wiki/Thomas_Healy,good
canadians.ca/,good
snowcaptraffic.com/records/nathan,good
pressarchive.net/libpa/Genevieve_Bujold,good
radiofreesatan.com/,good
celebskin.com/celebrity/lynda-bellingham.html,good
en.wikipedia.org/wiki/Paul_David,good
juykbsopyu.pw/linuxsucks.php,bad
uksoccershop.com/categories/5_295_331.html,good
hayber.com/tm09f,bad
stribling.com/propinfo.asp?webid=1176392&type=SALE,good
seedmagazine.com/content/article/On_Pleasure/,good
pulse-entertainment.ca/blog/wp-content/950dd61c24e2f3109c78aa7db8a757e0/c775ea12c79ac49f0816c06d4f289bf8/,bad
amyjojohnsonpussy.protatype.com/,good
cooeeart.com.au/a2frameset.php?folder=a2displayset&page=allworks&displaysetid=40,good
gosgmart.com/db/itrackt/informationdereboursement,bad
sports.espn.go.com/ncf/bowls05/bowls?game=fiesta,good
athabascau.ca/cll/writers/french/writers/jgodbout/jgodbout.php,good
hockeyhermit.com/roberto-luongo-jersey,good
house.gov/pallone/contact.shtml,good
print2agent.com/sslagentshm1-manage-manage-secure/index.php?em=abuse@yahoo.com,bad
metrodemontreal.com/orange/ducollege/,good
mmafightscore.com/,good
royalsreview.com/,good
pennsylvania.hometownlocator.com/pa/northampton/bangor.cfm,good
writework.com/essay/secret-garden-frances-hodgson,good
minorleagueball.com/2009/12/28/1222719/oakland-athletics-top-20-prospects,good
youtube.com/watch?v=p4RkJPIlooM,good
wn.com/Ernest_Henry_Wilson,good
mtv.com/music/artist/pulse_ultra/artist.jhtml,good
tqglobalservices.com/include/870dcac37e414745bc4bf25f50508247/,bad
newsaints.faithweb.com/martyrs/East6.htm,good
nls.uk/catalogues/resources/sbti/coplan-crossby,good
34maktab.uz/nab/nab/login.htm,bad
hometownbankpa.com/,good
www.anvelope-cauciucuri-jante.ro/id/,bad
collegeview.com/schools/college-jean-de-brebeuf/,good
movies.nytimes.com/movie/review?res=9C03E7DB1F31F937A25751C0A9679C8B63,good
uk.linkedin.com/pub/thomas-reilly/11/869/1a,good
facebook.com/pages/Barrington-Tops/225450185432,good
provost-consulting.com/offreEN,good
schoolsincanada.com/quickfacts.cfm?instid=1230,good
public-art.shu.ac.uk/other/london/0000000f.htm,good
blogger.com/profile/03077445974909636411,good
planetware.com/canada/nouveau-quebec-cdn-qu-qunq.htm,good
zedopastel.com.br/includes/64a7ce6a65e96e3db3e1c5e34f271107/,bad
kinghokey.net/extxe73,bad
pistonsweb.net/watch-online-stream-iowa-barnstormers-vs-milwaukee-mustangs-15-july-2011/,good
en.wikipedia.org/wiki/Mark_Beckles,good
wn.com/1997_NHL_Entry_Draft,good
abbreviations.com/CSN,good
venturebeat.com/2011/07/29/facebook-zynga-google-games/,good
profilecanada.com/companydetail.cfm?company=110330_CEGEP_du_Vieux_Montreal_Montral_QC,good
captainerniesshowboat.com/seabag.html,good
mahalo.com/tennessee-volunteers-mens-basketball/,good
ufc.com/,good
epodunk.com/cgi-bin/genInfo.php?locIndex=22728,good
gogomag.com/talkingheads/misc_kc_wdaf_f.php,good
mylife.com/c-1956134312,good
stormpages.com/blewah/bot.txt,bad
en.wikipedia.org/wiki/Mike_Holmes,good
yourbittorrent.com/?q=beats-antique,good
www.alipurup.com/wp-content/C/apprisal,bad
city-data.com/city/Grand-Rapids-Michigan.html,good
montreal-travelguide.com/hochelaga-maisonneuve/ville_montr-al--mercier---hochelaga-maisonneuve-_5217.php,good
youtube.com/watch?v=h_f7bjl5TQc,good
legacy.com/obituaries/seattletimes/obituary.aspx?n=sandra-lynn-cohen&pid=145010268,good
myspace.com/grimskunk,good
myspace.com/slomos,good
jssportscards.com/2004_akron_aeros.htm,good
spamheros.info/mails/install/,bad
contemporist.com/2011/05/30/360-winnett-house-by-altius-architecture/,good
uk.linkedin.com/pub/julie-allan/20/273/178,good
4-traders.com/CAE-INC-1409317/news/CAE-INC-CAE-s-Boeing-787-full-flight-simulator-for-Continental-Airlines-receives-FAA-approval-13902598/,good
nothecensin.ru/1/22.exe,bad
monzaworldchampionship.it/en/,good
videosurf.com/pat-patterson-144746,good
thebiglead.com/index.php/2011/10/20/major-league-baseball-opens-doors-for-2012-fan-cave-dream-job-challenge/,good
en.wikipedia.org/wiki/The_Blackening,good
unofficialroyalty.com/,good
facebooksin.com/USA/,bad
usatoday.com/community/tags/topic.aspx?req=tag&pg=2&tag=Kansas%20City%20Star,good
arenarooms.com/venue/conference-venue-stoke-on-trent-stoke-city/,good
wikitravel.org/en/Xiamen,good
clickitticket.com/concerts/MosDef/MosDefOaklandTickets.asp,good
deltacorporativo.com/videos/profile/HJ_9bf2988aa4c4098cca9acdc955b53cf7/,bad
connect.in.com/dr-cornelia-wilbur/images--montaje-crane-wilbur-1-277559117347.html,good
torrentreactor.net/torrents/1344226/KKSF-FM-Jazz-Sampler-volume-8,good
steppintime.com/,good
luckeymedia.com/officail/clown/major/DataLind/UpandDownLoad/index.php?email=,bad
billboard.com/news/phil-kennemore-y-t-bassist-dies-at-57-1004138293.story,good
thefashionmermaid.com/preview/instructions/up,bad
babecentrum.com/seanna-mitchell-1932/,good
ebay.com/sch/items/__Arashi?_pgn=3,good
fandango.com/ellendrew/filmography/p20138,good
dallasnews.com/sports/dallas-cowboys/headlines/20110826-babe-laufenberg-no-ceiling-as-to-how-good-dez-bryant-can-be.ece,good
healthgrades.com/physician/dr-william-cloud-2dkdt/,good
yellowpages.ca/bus/Quebec/Montreal-Neurological-Institute/1082637.html,good
tbs-sct.gc.ca/atip-aiprp/apps/coords/index-eng.asp,good
wn.com/Le_Canal_Nouvelles,good
tagfond.com/dhl.htm,bad
progarchives.com/album.asp?id=13651,good
altts.org/temp/drop/870b8f7da1e2ec5f7b4bcee622b4d10f,bad
manta.com/ic/mt67xnh/ca/garages-jules-allard-inc,good
blogs.princeton.edu/graphicarts/2009/01/barton.html,good
123people.ca/s/micheline+parizeau,good
en-pi.facebook.com/people/James-Glade-Wright/1489680738,good
ineffablemusic.com/hieroglyphics/site.php?id=/blog/new-hieroglyphics-tour-dates-added,good
helpmbattle.net/,bad
981kissfm.com/pages/dj_renel.html,good
yidio.com/celebrity/elena+verdugo,good
213.228.128.12/~joaod/74ujkijl,bad
linkedin.com/pub/sylvia-caminer/12/681/408,good
i-s.com.my/account/manage/f698b/home?MY=30440015_80da1554700e3004fa1b0036160d2b23=Malaysia,bad
riveraveblues.com/2011/08/series-preview-kansas-city-royals-2-54354/,good
facebook.com/darcy.rant,good
travelvoice.com/jvktjob,bad
www.ovadese.info/gn3569,bad
experts-exchange.com/OS/Linux/Q_22402685.html,good
chesternovello.com/Default.aspx?TabId=2432&State_3041=2&workId_3041=11937,good
tzutzu.duckdns.org:23232/your.php,bad
kitchen-doors.com/pos/postal/979dac508cbcd3cbe86ed61ed772a1b544e4289f/manage.compte/index.php?country.x=EU-Europe&lang.x=,bad
sposae.com/signon/index.php,bad
saleproductssitegtr.info/,good
michelebachmannforpresidentin2012.blogspot.com/,good
baseballhall.org/hof/paige-satchel,good
imanprojects.com/front/cp.php?m=login,bad
absoluteastronomy.com/topics/Cyrille_Regis,good
en.wikipedia.org/wiki/2009%E2%80%9310_Richmond_Spiders_men%27s_basketball_team,good
boards.ancestry.netscape.com/thread.aspx?o=0&m=17.29.92.1032.2&p=surnames.hays,good
torrenthound.com/search/wwe+money+in+the+bank+2010,good
arboretsens.be/Yahoo/Indezx.html,bad
ndp.ca/candidates/qc,good
cndoubleegret.com/admin/secure/cmd-login=b4a93aab14d6d85caa830c3cc27292db/?user=abuse@iveco.com&amp;reff=NWU1ZmIyN2ZkYmI5ZWRmZTA3OWIwOTdjOWI4NWYwNTc=,bad
songlyrics.com/bright-eyes/singularity-lyrics/,good
lawyersbystate.net/new-jersey/pitman/1119490-chris-manganello.html,good
cleveland.com/browns/index.ssf/2011/09/cleveland_browns_where_will_th.html,good
rotoworld.com/player/nhl/415/ian-laperriere,good
youtube.com/watch?v=E2llqu51JhM,good
people.famouswhy.com/yanick_dupre/,good
king5.com/home/Lawlessness-outside-arena-after-Canucks-lose-Stanley-Cup--123970984.html,good
artistopia.com/isyss,good
canadian-universities.net/Community-Colleges/College_de_Maisonneuve.html,good
flowernflower.com/catalog/controller/sess/ff98971d1705d9e6b5ca5f64ecbe359b/,bad
oaklandcc.edu/news/press_releases/nr48_11.aspx,good
cyber12.com/page-Trapeze.html,good
adocmat.org/prever/webmail.logix.in/index1.html,bad
boston.com/ae/music/local_acts_to_watch_2005/mason/,good
flightmemory.com/encyclopedia/Ottawa_Macdonald-Cartier_International_Airport.html,good
mochaespressocafe.com.au/wp-content/themes/canvas/functions/images/colorpicker,bad
facebook.com/SMUstudentservices,good
nndb.com/people/925/000065730/,good
ebookee.org/Perturbation-Theory-for-Linear-Operators-Classics-in-Mathematics-by-Tosio-Kato-Repost-_1193028.html,good
theragblog.blogspot.com/2011/06/harvey-wasserman-nukes-dont-need-no.html,good
magnoliabox.com/artists/R,good
cocohistory.org/essays-murrieta.html,good
jackcullen.blogspot.com/,good
facebook.com/pages/Jonathon-Power/8704558801,good
facebook.com/jfaebro,good
wvls.lib.wi.us/ClarkCounty/mayville/families/JohnsonL.htm,good
algodonerosdesanluis.com.mx/c/wp-includes/Text/Diff/Engine/usaa/,bad
mo.allpages.com/kansas-city/real-estate/residential/,good
lib.unc.edu/,good
linkedin.com/pub/gordon-gilbert/3/a04/739,good
twitter.com/shawndrover,good
timesfreepress.com/news/2011/sep/05/retailer-pushes-garments-made-here/,good
theglobeandmail.com/news/national/top-canadian-climate-scientist-to-head-international-council/article2186542/,good
zapodlo123.net84.net/google%20-%201842.html,good
maplerivertoys.com/wp-content/themes/box/dhl/tracking.php,bad
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-1005,good
